entity,n-revs
crates/hir/src/attrs.rs,105
crates/ra_hir/src/ty/method_resolution.rs,105
crates/rust-analyzer/src/cli/scip.rs,104
crates/rust-analyzer/src/diagnostics/to_proto.rs,103
crates/base-db/src/lib.rs,103
crates/ide_assists/src/handlers/extract_function.rs,103
crates/hir/src/code_model.rs,103
crates/ide/src/navigation_target.rs,102
crates/hir_ty/src/method_resolution.rs,102
crates/mbe/src/expander/matcher.rs,102
crates/ra_ide_api/src/hover.rs,102
crates/ide-completion/src/completions/expr.rs,102
crates/ra_ide_api/src/goto_definition.rs,101
crates/ra_lsp_server/Cargo.toml,101
crates/ra_syntax/src/lib.rs,100
crates/hir-ty/src/tests/simple.rs,100
crates/proc-macro-srv/src/lib.rs,100
crates/hir-ty/src/mir/eval/shim.rs,100
crates/hir-expand/src/builtin_fn_macro.rs,99
crates/ide_completion/src/render.rs,99
crates/ide/Cargo.toml,99
crates/ide/src/diagnostics.rs,98
crates/rust-analyzer/src/cli/load_cargo.rs,98
crates/rust-analyzer/src/main_loop/handlers.rs,98
crates/ide-db/src/defs.rs,97
crates/ide-completion/src/completions/postfix.rs,97
crates/test_utils/src/lib.rs,96
crates/parser/src/grammar.rs,95
crates/hir-ty/src/infer/path.rs,95
crates/ide/src/signature_help.rs,95
crates/ide-completion/src/lib.rs,95
crates/ide-assists/src/handlers/generate_function.rs,95
crates/rust-analyzer/src/lib.rs,94
crates/rust-analyzer/src/handlers/notification.rs,94
xtask/src/main.rs,94
crates/hir-def/src/find_path.rs,93
crates/hir_def/src/item_tree/lower.rs,93
crates/syntax/src/lib.rs,93
crates/ide-completion/src/completions.rs,92
crates/rust-analyzer/src/integrated_benchmarks.rs,92
crates/proc-macro-api/src/lib.rs,92
crates/stdx/src/lib.rs,92
crates/hir-ty/src/tests.rs,92
crates/hir_def/src/item_tree.rs,91
crates/ra_lsp_server/src/conv.rs,91
crates/hir/src/symbols.rs,91
crates/ide-completion/src/item.rs,90
crates/project-model/src/sysroot.rs,90
crates/ide-completion/src/completions/dot.rs,90
crates/parser/src/grammar/expressions/atom.rs,89
crates/hir-ty/src/infer/pat.rs,89
crates/hir-def/src/generics.rs,89
docs/dev/style.md,89
crates/ide_assists/src/tests/generated.rs,88
crates/ra_db/src/input.rs,87
crates/ra_mbe/src/lib.rs,87
crates/hir-def/src/item_scope.rs,87
crates/syntax/src/ast/syntax_factory/constructors.rs,86
crates/hir-expand/src/attrs.rs,86
crates/hir-expand/src/name.rs,86
README.md,86
lib/smol_str/src/lib.rs,86
crates/ide-diagnostics/src/handlers/type_mismatch.rs,86
crates/ra_hir/src/nameres/collector.rs,86
crates/hir-def/src/body/pretty.rs,85
crates/hir_def/src/body/lower.rs,85
crates/ide/src/syntax_highlighting/inject.rs,85
crates/hir-ty/src/mir.rs,85
crates/syntax/src/ast/token_ext.rs,85
crates/ra_hir/src/resolve.rs,85
crates/rust-analyzer/src/caps.rs,85
crates/hir-def/Cargo.toml,84
crates/ide-completion/src/tests/expression.rs,84
crates/hir-def/src/item_tree/pretty.rs,83
crates/hir-def/src/import_map.rs,83
crates/ra_ide_api/src/completion/complete_path.rs,82
crates/ra_db/src/lib.rs,82
crates/ra_hir_def/src/nameres.rs,82
crates/hir-def/src/macro_expansion_tests/mod.rs,82
crates/ra_hir/Cargo.toml,82
crates/syntax/rust.ungram,82
crates/ide_db/src/defs.rs,81
crates/hir_ty/src/infer/unify.rs,81
crates/ra_hir/src/semantics.rs,81
crates/project_model/src/workspace.rs,81
crates/hir-ty/src/layout/tests.rs,81
crates/ide-db/src/rename.rs,81
crates/rust-analyzer/tests/slow-tests/support.rs,80
crates/ra_hir/src/ty/traits/chalk.rs,80
crates/ide-completion/src/render/function.rs,80
crates/parser/src/grammar/expressions.rs,80
crates/ide_db/src/search.rs,80
crates/test-fixture/src/lib.rs,79
crates/ide/src/syntax_highlighting/test_data/highlight_strings.html,79
crates/ra_hir/src/impl_block.rs,79
crates/ra_hir_ty/src/lib.rs,79
crates/ra_ide/src/completion/presentation.rs,79
crates/tt/src/lib.rs,78
crates/ra_hir_def/src/body.rs,78
crates/ide-diagnostics/src/handlers/mutability_errors.rs,77
crates/mbe/src/expander/transcriber.rs,77
crates/hir-expand/src/fixup.rs,77
crates/hir-ty/src/traits.rs,77
crates/hir-ty/src/diagnostics/decl_check.rs,77
crates/hir-def/src/macro_expansion_tests/mbe.rs,77
docs/dev/architecture.md,77
crates/rust-analyzer/src/cli/diagnostics.rs,76
editors/code/src/debug.ts,76
crates/hir-def/src/lang_item.rs,76
crates/rust-analyzer/src/semantic_tokens.rs,75
xtask/Cargo.toml,75
crates/hir_ty/src/traits/chalk/mapping.rs,75
crates/ra_hir_expand/src/lib.rs,75
crates/ide-db/src/symbol_index.rs,75
crates/ide-assists/src/tests.rs,75
crates/ide/src/syntax_highlighting/test_data/highlight_doctest.html,75
crates/ide-assists/src/handlers/inline_call.rs,74
crates/hir-def/src/expr_store/lower.rs,74
crates/hir-expand/src/mod_path.rs,74
crates/ra_ide/src/inlay_hints.rs,74
crates/ide/src/typing.rs,74
crates/ide_completion/src/completions/qualified_path.rs,74
crates/ide-diagnostics/src/handlers/missing_fields.rs,73
crates/ide-completion/src/tests.rs,73
crates/ra_project_model/src/cargo_workspace.rs,73
crates/parser/src/syntax_kind/generated.rs,73
crates/ide-db/src/path_transform.rs,73
xtask/src/codegen.rs,73
crates/ide/src/inlay_hints/bind_pat.rs,73
crates/ra_hir/src/mock.rs,73
crates/ide-db/src/imports/import_assets.rs,73
crates/ide-assists/src/handlers/add_missing_match_arms.rs,72
crates/parser/src/grammar/items.rs,72
crates/ra_syntax/Cargo.toml,72
crates/hir_ty/Cargo.toml,72
crates/hir-def/src/nameres/path_resolution.rs,72
crates/hir_def/src/lib.rs,72
crates/proc-macro-api/src/process.rs,72
crates/parser/src/lib.rs,72
crates/ra_ide/src/completion/completion_context.rs,72
xtask/src/dist.rs,72
crates/ide-assists/src/handlers/add_missing_impl_members.rs,71
crates/ra_ide/src/diagnostics.rs,71
crates/mbe/src/benchmark.rs,70
xtask/src/codegen/gen_syntax.rs,70
crates/rust-analyzer/src/cli/lsif.rs,70
crates/ra_hir/src/from_source.rs,70
crates/ide/src/moniker.rs,70
crates/ra_syntax/src/ast/make.rs,70
crates/ide-completion/src/completions/flyimport.rs,70
crates/ide/src/syntax_highlighting/tags.rs,70
crates/hir-ty/src/layout/adt.rs,70
crates/ide-assists/src/handlers/replace_derive_with_manual_impl.rs,70
crates/ra_hir/src/nameres/tests.rs,69
crates/ide_assists/src/handlers/replace_derive_with_manual_impl.rs,69
crates/intern/src/symbol/symbols.rs,69
crates/hir-ty/src/mir/borrowck.rs,69
crates/hir/Cargo.toml,69
crates/ide_assists/src/lib.rs,69
crates/vfs-notify/src/lib.rs,69
crates/ra_ide/src/references.rs,68
crates/ide_completion/src/completions/unqualified_path.rs,68
crates/rust-analyzer/src/flycheck.rs,68
crates/hir_ty/src/diagnostics/expr.rs,68
crates/ide/src/syntax_highlighting/test_data/highlighting.html,68
crates/ra_ide_api/src/completion/complete_dot.rs,68
editors/code/src/run.ts,68
crates/project-model/src/build_scripts.rs,68
crates/ide/src/annotations.rs,67
crates/hir-ty/src/infer/coerce.rs,67
crates/hir_def/src/nameres.rs,67
crates/ide_completion/src/completions/flyimport.rs,67
crates/ra_hir_ty/src/lower.rs,67
crates/hir-expand/src/eager.rs,67
crates/ide/src/references/rename.rs,67
crates/ra_mbe/src/mbe_expander.rs,67
crates/ide-completion/src/completions/item_list/trait_impl.rs,67
xtask/src/codegen/rust.ungram,66
crates/hir-def/src/hir.rs,66
crates/ide/src/inlay_hints/adjustment.rs,66
crates/ide/src/status.rs,66
crates/ra_assists/src/assist_ctx.rs,66
crates/ide/src/inlay_hints/chaining.rs,66
crates/ide-db/Cargo.toml,66
crates/ra_hir_ty/src/tests/traits.rs,66
crates/ra_hir/src/adt.rs,66
editors/code/src/util.ts,66
crates/hir_ty/src/tests/traits.rs,66
crates/rust-analyzer/src/cli/rustc_tests.rs,65
crates/ide-completion/src/tests/special.rs,65
editors/code/src/inlay_hints.ts,65
crates/mbe/src/parser.rs,65
crates/ra_hir_ty/src/infer.rs,65
crates/hir-ty/src/mir/lower/pattern_matching.rs,65
crates/ra_ide/src/goto_definition.rs,64
crates/hir-ty/src/next_solver/interner.rs,64
crates/ra_analysis/src/db.rs,64
xtask/src/install.rs,64
crates/ide/src/goto_implementation.rs,64
crates/ra_parser/src/syntax_kind/generated.rs,64
crates/ra_hir_ty/src/traits/chalk.rs,64
crates/ra_cli/src/main.rs,64
crates/ra_hir/src/generics.rs,64
crates/ra_mbe/src/tests.rs,64
crates/ra_hir_ty/src/infer/expr.rs,64
docs/user/README.md,64
crates/rust-analyzer/src/diagnostics.rs,63
crates/parser/src/lexed_str.rs,63
crates/hir/src/has_source.rs,63
crates/ra_hir_ty/src/tests.rs,63
crates/hir-ty/src/tests/incremental.rs,63
crates/hir_def/src/data.rs,63
crates/hir-ty/src/chalk_ext.rs,63
crates/rust-analyzer/src/cargo_target_spec.rs,63
crates/ra_ide_api/src/diagnostics.rs,63
crates/ide-diagnostics/src/tests.rs,63
crates/ra_ide_api/src/completion/presentation.rs,63
crates/rust-analyzer/tests/slow-tests/tidy.rs,63
rust-version,62
crates/ra_ide_db/src/defs.rs,62
crates/profile/Cargo.toml,62
crates/syntax/src/validation.rs,62
.travis.yml,62
crates/hir_ty/src/infer/coerce.rs,62
crates/ide-assists/src/handlers/generate_delegate_methods.rs,62
crates/ra_parser/src/grammar/expressions.rs,62
crates/stdx/Cargo.toml,61
crates/hir-ty/src/diagnostics/match_check/pat_analysis.rs,61
crates/project-model/src/lib.rs,61
crates/hir-ty/src/diagnostics/unsafe_check.rs,61
crates/ra_syntax/src/ast/edit.rs,61
crates/proc-macro-srv/Cargo.toml,61
xtask/src/metrics.rs,61
crates/ide-completion/src/tests/flyimport.rs,60
crates/ra_hir/src/ty/traits.rs,60
crates/ra_vfs/src/lib.rs,60
crates/mbe/Cargo.toml,60
crates/project-model/src/project_json.rs,60
crates/ra_hir_expand/src/db.rs,60
crates/ra_syntax/src/ast/extensions.rs,60
crates/ra_hir_def/src/data.rs,59
crates/hir-ty/src/autoderef.rs,59
crates/vfs/src/lib.rs,59
crates/hir-def/src/data/adt.rs,59
crates/ra_syntax/src/validation.rs,59
crates/ra_ide_api/src/completion/completion_item.rs,59
crates/ra_ide_api/src/display/navigation_target.rs,59
crates/ide/src/call_hierarchy.rs,59
crates/ide-assists/src/handlers/extract_struct_from_enum_variant.rs,58
crates/rust-analyzer/src/cli/flags.rs,58
crates/ide_assists/src/handlers/generate_function.rs,58
crates/hir-ty/src/infer/mutability.rs,58
crates/ide-db/src/apply_change.rs,58
editors/code/src/highlighting.ts,58
editors/code/src/commands/runnables.ts,58
crates/proc-macro-srv-cli/src/main_loop.rs,57
crates/vfs-notify/Cargo.toml,57
crates/flycheck/Cargo.toml,57
crates/syntax/src/ast/edit.rs,57
crates/ra_ide/src/references/rename.rs,57
xtask/tests/tidy.rs,57
crates/ide-completion/src/completions/type.rs,57
crates/ra_ide_api/src/syntax_highlighting.rs,57
crates/ra_hir_def/src/item_scope.rs,56
crates/ra_hir/src/source_analyzer.rs,56
crates/hir_ty/src/traits/chalk.rs,56
crates/ide_assists/src/utils.rs,56
crates/ra_hir_def/src/db.rs,56
editors/code/src/extension.ts,56
crates/ide-assists/src/handlers/extract_variable.rs,56
crates/hir-def/src/macro_expansion_tests/builtin_fn_macro.rs,56
crates/ide-assists/src/handlers/auto_import.rs,56
docs/user/readme.adoc,56
crates/hir-ty/src/mir/eval/tests.rs,56
crates/mbe/src/tests/expand.rs,56
crates/ra_ide_api/src/references.rs,55
crates/libanalysis/src/lib.rs,55
crates/ra_hir_expand/src/builtin_macro.rs,55
crates/hir-expand/src/hygiene.rs,55
crates/ra_ide/src/completion/complete_trait_impl.rs,55
crates/hir_def/src/macro_expansion_tests/mbe.rs,55
crates/proc-macro-api/Cargo.toml,55
crates/ide_completion/src/completions/attribute.rs,55
crates/hir_ty/src/infer/pat.rs,55
crates/ide_completion/src/lib.rs,55
crates/ide/src/goto_type_definition.rs,55
crates/project_model/src/cargo_workspace.rs,54
crates/ide_completion/src/item.rs,54
lib/ungrammar/rust.ungram,54
crates/ide_completion/src/completions/keyword.rs,54
crates/ide_db/src/helpers.rs,54
lib/smol_str/Cargo.toml,54
crates/hir_expand/src/builtin_macro.rs,54
crates/ide_db/src/helpers/import_assets.rs,54
crates/ide-assists/src/handlers/generate_delegate_trait.rs,54
crates/syntax/src/tests/sourcegen_ast.rs,54
crates/cfg/Cargo.toml,53
crates/rust-analyzer/src/lsp_utils.rs,53
crates/rust-analyzer/src/cli/ssr.rs,53
crates/ra_parser/src/grammar/expressions/atom.rs,53
crates/ra_ide_api/src/call_info.rs,53
crates/hir-def/src/visibility.rs,53
crates/hir_ty/src/tests/regression.rs,53
crates/ra_hir_def/src/path.rs,53
crates/libsyntax2/src/grammar.ron,53
crates/ra_parser/src/grammar/items.rs,52
crates/hir_def/src/body.rs,52
crates/hir-expand/Cargo.toml,52
crates/hir-def/src/path/lower.rs,52
crates/ra_hir_def/src/item_tree/lower.rs,52
docs/user/features.md,52
crates/ra_hir/src/code_model_impl/module.rs,52
src/syntax_kinds.rs,52
crates/ra_hir_def/src/nameres/raw.rs,52
crates/mbe/src/tt_iter.rs,52
crates/ide-diagnostics/src/handlers/missing_unsafe.rs,52
crates/proc-macro-srv/src/tests/mod.rs,52
crates/syntax/src/ast.rs,52
crates/hir-def/src/nameres/tests/incremental.rs,52
crates/hir-ty/src/tests/method_resolution.rs,51
crates/ide-diagnostics/src/handlers/incorrect_case.rs,51
crates/cfg/src/lib.rs,51
crates/ra_ide_api/src/completion/complete_scope.rs,51
crates/ide_completion/src/render/function.rs,51
crates/ra_lsp_server/src/world.rs,51
crates/ide-assists/src/handlers/extract_module.rs,51
crates/mbe/src/tests.rs,51
crates/ra_hir_def/src/adt.rs,51
docs/user/assists.md,51
crates/hir-ty/src/tests/patterns.rs,50
crates/ra_parser/src/grammar.rs,50
xtask/src/release.rs,50
crates/rust-analyzer/src/dispatch.rs,50
xtask/src/lib.rs,50
crates/completion/src/completions/unqualified_path.rs,50
crates/ide/src/display/navigation_target.rs,50
editors/code/src/toolchain.ts,50
crates/ra_prof/src/lib.rs,50
crates/libsyntax2/src/ast/generated.rs,50
crates/ra_ide/src/display/navigation_target.rs,50
crates/hir-def/src/test_db.rs,50
crates/hir-ty/src/mir/pretty.rs,50
crates/ide-completion/src/tests/type_pos.rs,50
crates/hir-expand/src/builtin_derive_macro.rs,50
crates/span/src/lib.rs,50
crates/rust-analyzer/src/world.rs,49
crates/ra_hir_def/src/resolver.rs,49
lib/line-index/src/lib.rs,49
crates/proc-macro-srv-cli/src/main.rs,49
crates/syntax/src/algo.rs,49
crates/ide-assists/src/handlers/generate_new.rs,49
crates/ra_hir_def/src/item_tree.rs,49
crates/ra_editor/src/lib.rs,49
crates/rust-analyzer/src/lsp/ext.rs,49
crates/ide-completion/src/completions/item_list.rs,49
crates/ide/src/diagnostics/fixes.rs,49
crates/hir_expand/src/name.rs,48
crates/ra_lsp_server/src/main.rs,48
crates/ra_syntax/src/syntax_node.rs,48
xtask/src/flags.rs,48
crates/ra_hir_ty/src/diagnostics.rs,48
crates/hir-ty/src/mir/lower/as_place.rs,48
crates/ide-completion/src/completions/attribute.rs,48
crates/hir_def/src/resolver.rs,48
crates/ra_hir_ty/Cargo.toml,48
.github/workflows/metrics.yaml,48
crates/hir-expand/src/proc_macro.rs,48
crates/ra_lsp_server/tests/heavy_tests/main.rs,48
crates/ra_hir_ty/src/method_resolution.rs,47
crates/ide-db/src/generated/lints.rs,47
grammar.ron,47
crates/project-model/Cargo.toml,47
crates/hir-ty/src/builder.rs,47
crates/ra_ide/Cargo.toml,47
crates/ra_assists/src/handlers/auto_import.rs,47
src/syntax_kinds/generated.rs,47
crates/ra_db/Cargo.toml,47
crates/ra_lsp_server/src/server_world.rs,47
crates/ra_hir/src/query_definitions.rs,47
crates/parser/src/grammar/patterns.rs,47
crates/ide-assists/src/handlers/bool_to_enum.rs,47
crates/base_db/src/input.rs,47
crates/ide/src/syntax_highlighting/test_data/highlight_unsafe.html,47
crates/ra_hir/src/code_model/src.rs,47
crates/hir_ty/src/diagnostics/decl_check.rs,46
crates/hir-ty/src/dyn_compatibility.rs,46
crates/ide/src/folding_ranges.rs,46
crates/hir_ty/src/tests/simple.rs,46
crates/proc-macro-srv/src/dylib.rs,46
crates/ide-assists/src/handlers/convert_tuple_struct_to_named_struct.rs,46
crates/ide/src/doc_links/tests.rs,46
crates/syntax/src/ast/expr_ext.rs,46
crates/ra_ide_api/src/change.rs,46
crates/proc-macro-srv/src/server_impl/rust_analyzer_span.rs,46
crates/assists/src/utils.rs,46
crates/rust-analyzer/tests/heavy_tests/main.rs,46
crates/ide-diagnostics/src/handlers/unresolved_field.rs,46
crates/base-db/Cargo.toml,46
xtask/src/tidy.rs,46
lib/ungrammar/Cargo.toml,46
crates/ra_ide_api/src/db.rs,46
crates/ra_syntax/src/ast/expr_extensions.rs,45
crates/hir/src/from_id.rs,45
editors/code/src/commands/index.ts,45
crates/ra_syntax/src/algo.rs,45
crates/hir-ty/src/lower/path.rs,45
crates/ra_syntax/src/parsing/reparsing.rs,45
crates/ide-diagnostics/src/handlers/macro_error.rs,45
crates/ra_mbe/src/subtree_source.rs,45
crates/ide-completion/src/completions/keyword.rs,45
docs/book/src/configuration_generated.md,45
crates/parser/Cargo.toml,45
crates/hir-ty/src/tests/macros.rs,45
crates/ide-completion/src/render/pattern.rs,45
crates/ide_completion/src/completions/postfix.rs,45
crates/ide/src/inlay_hints/closing_brace.rs,45
crates/ra_ide/src/syntax_highlighting/tests.rs,45
crates/ra_hir/src/expr/scope.rs,45
crates/ide_completion/src/patterns.rs,45
crates/mbe/src/expander.rs,45
crates/hir-ty/src/mir/monomorphization.rs,44
crates/ide/src/join_lines.rs,44
crates/ra_lsp_server/src/req.rs,44
crates/proc-macro-srv/src/tests/utils.rs,44
crates/hir-def/src/nameres/tests/macros.rs,44
crates/parser/src/parser.rs,44
crates/hir-def/src/hir/type_ref.rs,44
crates/ide-diagnostics/src/handlers/missing_match_arms.rs,44
crates/ide-diagnostics/src/handlers/unresolved_method.rs,44
crates/paths/src/lib.rs,44
crates/base_db/src/fixture.rs,44
crates/hir_ty/src/traits.rs,44
crates/ide_db/src/symbol_index.rs,43
crates/ide-db/src/test_data/test_symbol_index_collection.txt,43
crates/hir-def/src/expander.rs,43
crates/ra_cli/src/analysis_stats.rs,43
crates/ide-diagnostics/src/handlers/typed_hole.rs,43
crates/hir-ty/src/tests/coercion.rs,43
crates/ra_hir_ty/src/expr.rs,43
crates/ra_analysis/tests/tests.rs,43
crates/hir-expand/src/files.rs,43
crates/hir-def/src/body/scope.rs,43
crates/hir-def/src/path.rs,43
crates/ra_ide_api/src/symbol_index.rs,43
src/grammar.ron,43
crates/ide_completion/src/completions/dot.rs,43
crates/hir-expand/src/builtin/fn_macro.rs,43
crates/hir_ty/src/tests/method_resolution.rs,43
crates/ide-diagnostics/src/handlers/unlinked_file.rs,43
crates/hir-ty/src/diagnostics/match_check.rs,43
crates/rust-analyzer/src/from_proto.rs,43
crates/tools/src/main.rs,43
crates/hir/src/db.rs,43
crates/hir-def/src/item_tree/tests.rs,43
crates/ra_ide_api/src/completion/completion_context.rs,43
crates/ide_completion/src/completions.rs,42
lib/lsp-server/Cargo.toml,42
crates/ide-ssr/src/matching.rs,42
crates/vfs/src/vfs_path.rs,42
crates/ide-completion/src/completions/pattern.rs,42
crates/ide-completion/src/completions/use_.rs,42
crates/ide/src/file_structure.rs,42
crates/base-db/src/fixture.rs,42
crates/ide-assists/src/handlers/convert_to_guarded_return.rs,42
crates/ra_analysis/src/descriptors/module/mod.rs,42
crates/tools/src/lib.rs,42
crates/ra_assists/Cargo.toml,42
crates/vfs/Cargo.toml,41
crates/rust-analyzer/src/cli.rs,41
crates/hir_def/src/macro_expansion_tests.rs,41
crates/ide_db/src/helpers/insert_use.rs,41
crates/ra_ide/src/completion.rs,41
crates/ide-diagnostics/Cargo.toml,41
crates/ra_lsp_server/src/caps.rs,41
crates/ide_db/src/lib.rs,41
crates/parser/test_data/generated/runner.rs,41
crates/ra_ide/src/runnables.rs,41
crates/ide/src/inlay_hints/param_name.rs,41
crates/ra_hir_def/src/generics.rs,41
crates/ide-completion/src/tests/pattern.rs,41
crates/ide/src/goto_declaration.rs,41
crates/ra_hir_def/src/attr.rs,41
crates/ra_hir/src/nameres/raw.rs,40
crates/ide-completion/src/render/literal.rs,40
crates/ra_ide_api/Cargo.toml,40
crates/ide-diagnostics/src/handlers/no_such_field.rs,40
crates/proc-macro-api/src/msg/flat.rs,40
crates/server/src/main_loop/mod.rs,40
crates/ide-assists/src/handlers/destructure_struct_binding.rs,40
crates/ide-assists/src/handlers/generate_enum_variant.rs,40
editors/code/tsconfig.json,40
crates/proc-macro-srv-cli/Cargo.toml,40
editors/code/src/tasks.ts,40
crates/hir_expand/src/eager.rs,40
crates/ide/src/syntax_highlighting/html.rs,40
crates/ra_project_model/src/sysroot.rs,40
editors/code/src/server.ts,40
crates/ra_lsp_server/tests/heavy_tests/support.rs,40
crates/hir-expand/src/declarative.rs,40
crates/hir_ty/src/autoderef.rs,40
crates/ra_assists/src/ast_editor.rs,39
crates/ra_batch/src/lib.rs,39
crates/ide-completion/Cargo.toml,39
crates/ide-db/src/source_change.rs,39
crates/rust-analyzer/src/cli/analysis_bench.rs,39
crates/hir_def/src/path.rs,39
crates/ra_analysis/src/completion.rs,39
crates/ide-db/src/syntax_helpers/node_ext.rs,39
crates/hir-ty/src/test_db.rs,39
crates/ide-db/src/imports/insert_use.rs,38
crates/hir-def/src/nameres/diagnostics.rs,38
